state,initial claims,continued claims,week,code
Maryland,"4,585","35,586",1994-10-29,MD
Maryland,"3,152","36,206",1994-11-05,MD
Maryland,"4,896","37,605",1994-11-12,MD
Maryland,"4,504","37,689",1994-11-19,MD
Maryland,"4,697","40,437",1994-11-26,MD
Maryland,"4,685","42,521",1994-12-03,MD
Maryland,"4,546","39,119",1994-12-10,MD
Maryland,"6,242","43,487",1994-12-17,MD
Maryland,"9,179","40,691",1994-12-24,MD
Maryland,"8,832","49,987",1994-12-31,MD
Maryland,"7,559","49,996",1995-01-07,MD
Maryland,"5,330","50,863",1995-01-14,MD
Maryland,"5,295","54,032",1995-01-21,MD
Maryland,"5,057","55,040",1995-01-28,MD
Maryland,"6,866","54,413",1995-02-04,MD
Maryland,"4,767","57,337",1995-02-11,MD
Maryland,"3,691","55,351",1995-02-18,MD
Maryland,"4,578","57,531",1995-02-25,MD
Maryland,"4,341","55,193",1995-03-04,MD
Maryland,"3,642","55,184",1995-03-11,MD
Maryland,"3,656","52,115",1995-03-18,MD
Maryland,"3,196","50,550",1995-03-25,MD
Maryland,"5,065","47,428",1995-04-01,MD
Maryland,"3,512","46,736",1995-04-08,MD
Maryland,"3,482","44,023",1995-04-15,MD
Maryland,"3,504","44,812",1995-04-22,MD
Maryland,"4,346","42,282",1995-04-29,MD
Maryland,"3,599","43,421",1995-05-06,MD
Maryland,"3,990","39,864",1995-05-13,MD
Maryland,"3,800","41,861",1995-05-20,MD
Maryland,"3,495","38,431",1995-05-27,MD
Maryland,"4,267","41,382",1995-06-03,MD
Maryland,"5,202","40,033",1995-06-10,MD
Maryland,"4,248","42,419",1995-06-17,MD
Maryland,"3,864","41,276",1995-06-24,MD
Maryland,"6,560","41,192",1995-07-01,MD
Maryland,"4,464","44,614",1995-07-08,MD
Maryland,"3,900","43,509",1995-07-15,MD
Maryland,"4,243","43,264",1995-07-22,MD
Maryland,"4,020","42,090",1995-07-29,MD
Maryland,"4,074","43,515",1995-08-05,MD
Maryland,"3,741","42,263",1995-08-12,MD
Maryland,"3,541","41,454",1995-08-19,MD
Maryland,"3,639","42,152",1995-08-26,MD
Maryland,"3,463","39,313",1995-09-02,MD
Maryland,"3,887","39,193",1995-09-09,MD
Maryland,"3,521","39,284",1995-09-16,MD
Maryland,"3,280","37,645",1995-09-23,MD
Maryland,"4,947","37,851",1995-09-30,MD
Maryland,"5,171","36,345",1995-10-07,MD
Maryland,"4,185","38,682",1995-10-14,MD
Maryland,"3,854","38,093",1995-10-21,MD
Maryland,"4,539","37,024",1995-10-28,MD
Maryland,"4,059","36,896",1995-11-04,MD
Maryland,"6,619","39,167",1995-11-11,MD
Maryland,"4,695","38,659",1995-11-18,MD
Maryland,"4,960","43,398",1995-11-25,MD
Maryland,"4,906","43,784",1995-12-02,MD
Maryland,"6,087","42,630",1995-12-09,MD
Maryland,"7,471","45,035",1995-12-16,MD
Maryland,"10,215","46,002",1995-12-23,MD
Maryland,"8,079","54,675",1995-12-30,MD
Maryland,"8,551","43,800",1996-01-06,MD
Maryland,"10,854","61,520",1996-01-13,MD
Maryland,"6,952","71,523",1996-01-20,MD
Maryland,"5,470","64,364",1996-01-27,MD
Maryland,"7,115","62,775",1996-02-03,MD
Maryland,"4,888","62,037",1996-02-10,MD
Maryland,"4,701","58,385",1996-02-17,MD
Maryland,"4,043","63,690",1996-02-24,MD
Maryland,"4,091","57,664",1996-03-02,MD
Maryland,"3,959","57,637",1996-03-09,MD
Maryland,"6,703","54,640",1996-03-16,MD
Maryland,"3,882","53,654",1996-03-23,MD
Maryland,"3,394","52,465",1996-03-30,MD
Maryland,"4,267","47,529",1996-04-06,MD
Maryland,"3,605","46,712",1996-04-13,MD
Maryland,"3,155","44,289",1996-04-20,MD
Maryland,"3,253","42,308",1996-04-27,MD
Maryland,"3,562","41,757",1996-05-04,MD
Maryland,"3,348","41,683",1996-05-11,MD
Maryland,"3,339","39,637",1996-05-18,MD
Maryland,"3,254","39,526",1996-05-25,MD
Maryland,"3,553","37,788",1996-06-01,MD
Maryland,"3,757","38,424",1996-06-08,MD
Maryland,"4,399","38,147",1996-06-15,MD
Maryland,"3,719","39,696",1996-06-22,MD
Maryland,"4,894","36,293",1996-06-29,MD
Maryland,"5,024","40,818",1996-07-06,MD
Maryland,"3,714","39,905",1996-07-13,MD
Maryland,"3,396","38,517",1996-07-20,MD
Maryland,"4,149","38,485",1996-07-27,MD
Maryland,"3,658","38,264",1996-08-03,MD
Maryland,"3,301","37,991",1996-08-10,MD
Maryland,"3,371","37,635",1996-08-17,MD
Maryland,"3,011","36,659",1996-08-24,MD
Maryland,"3,714","35,170",1996-08-31,MD
Maryland,"3,349","34,799",1996-09-07,MD
Maryland,"3,246","32,961",1996-09-14,MD
Maryland,"3,068","32,732",1996-09-21,MD
Maryland,"3,399","34,246",1996-09-28,MD
Maryland,"4,141","32,069",1996-10-05,MD
Maryland,"3,320","32,040",1996-10-12,MD
Maryland,"3,881","32,092",1996-10-19,MD
Maryland,"3,655","33,273",1996-10-26,MD
Maryland,"3,920","32,582",1996-11-02,MD
Maryland,"4,075","33,386",1996-11-09,MD
Maryland,"4,163","34,542",1996-11-16,MD
Maryland,"4,610","34,374",1996-11-23,MD
Maryland,"4,572","37,685",1996-11-30,MD
Maryland,"4,692","37,493",1996-12-07,MD
Maryland,"6,817","37,927",1996-12-14,MD
Maryland,"10,067","40,222",1996-12-21,MD
Maryland,"6,094","47,177",1996-12-28,MD
Maryland,"7,892","49,734",1997-01-04,MD
Maryland,"7,445","50,296",1997-01-11,MD
Maryland,"5,117","49,293",1997-01-18,MD
Maryland,"4,778","52,070",1997-01-25,MD
Maryland,"4,799","50,967",1997-02-01,MD
Maryland,"4,640","50,717",1997-02-08,MD
Maryland,"3,487","50,448",1997-02-15,MD
Maryland,"3,582","51,374",1997-02-22,MD
Maryland,"4,261","49,590",1997-03-01,MD
Maryland,"3,442","49,582",1997-03-08,MD
Maryland,"6,050","47,188",1997-03-15,MD
Maryland,"3,276","44,121",1997-03-22,MD
Maryland,"3,435","39,657",1997-03-29,MD
Maryland,"4,000","39,256",1997-04-05,MD
Maryland,"3,207","37,168",1997-04-12,MD
Maryland,"3,290","36,255",1997-04-19,MD
Maryland,"3,049","35,648",1997-04-26,MD
Maryland,"3,179","34,422",1997-05-03,MD
Maryland,"3,117","34,032",1997-05-10,MD
Maryland,"3,566","32,838",1997-05-17,MD
Maryland,"3,134","33,115",1997-05-24,MD
Maryland,"3,979","32,775",1997-05-31,MD
Maryland,"4,440","32,963",1997-06-07,MD
Maryland,"4,276","33,858",1997-06-14,MD
Maryland,"3,509","34,221",1997-06-21,MD
Maryland,"4,438","33,649",1997-06-28,MD
Maryland,"5,210","35,612",1997-07-05,MD
Maryland,"4,358","36,304",1997-07-12,MD
Maryland,"3,919","35,489",1997-07-19,MD
Maryland,"3,481","37,395",1997-07-26,MD
Maryland,"4,113","34,125",1997-08-02,MD
Maryland,"4,113","34,125",1997-08-09,MD
Maryland,"3,597","34,628",1997-08-16,MD
Maryland,"3,012","34,582",1997-08-23,MD
Maryland,"3,188","32,097",1997-08-30,MD
Maryland,"3,407","32,131",1997-09-06,MD
Maryland,"3,114","32,776",1997-09-13,MD
Maryland,"2,966","30,797",1997-09-20,MD
Maryland,"3,184","31,957",1997-09-27,MD
Maryland,"4,332","29,789",1997-10-04,MD
Maryland,"3,165","31,594",1997-10-11,MD
Maryland,"3,829","29,773",1997-10-18,MD
Maryland,"3,607","30,139",1997-10-25,MD
Maryland,"4,218","30,121",1997-11-01,MD
Maryland,"3,815","30,385",1997-11-08,MD
Maryland,"4,444","31,181",1997-11-15,MD
Maryland,"3,864","31,178",1997-11-22,MD
Maryland,"5,046","34,060",1997-11-29,MD
Maryland,"4,400","35,055",1997-12-06,MD
Maryland,"4,745","33,121",1997-12-13,MD
Maryland,"6,818","34,494",1997-12-20,MD
Maryland,"8,190","39,303",1997-12-27,MD
Maryland,"11,117","44,830",1998-01-03,MD
Maryland,"5,723","45,593",1998-01-10,MD
Maryland,"4,733","42,780",1998-01-17,MD
Maryland,"4,585","46,758",1998-01-24,MD
Maryland,"4,844","44,263",1998-01-31,MD
Maryland,"4,050","44,717",1998-02-07,MD
Maryland,"5,942","43,600",1998-02-14,MD
Maryland,"3,609","43,113",1998-02-21,MD
Maryland,"3,689","43,173",1998-02-28,MD
Maryland,"3,520","42,233",1998-03-07,MD
Maryland,"3,280","41,075",1998-03-14,MD
Maryland,"3,059","40,376",1998-03-21,MD
Maryland,"3,000","37,547",1998-03-28,MD
Maryland,"3,618","35,055",1998-04-04,MD
Maryland,"3,170","35,169",1998-04-11,MD
Maryland,"2,864","36,221",1998-04-18,MD
Maryland,"2,834","35,630",1998-04-25,MD
Maryland,"3,048","34,404",1998-05-02,MD
Maryland,"3,284","34,012",1998-05-09,MD
Maryland,"5,588","32,826",1998-05-16,MD
Maryland,"2,794","33,096",1998-05-23,MD
Maryland,"3,076","32,758",1998-05-30,MD
Maryland,"4,114","32,961",1998-06-06,MD
Maryland,"6,378","33,838",1998-06-13,MD
Maryland,"3,413","34,223",1998-06-20,MD
Maryland,"3,819","33,654",1998-06-27,MD
Maryland,"4,935","35,417",1998-07-04,MD
Maryland,"3,436","32,823",1998-07-11,MD
Maryland,"3,286","34,898",1998-07-18,MD
Maryland,"3,090","32,732",1998-07-25,MD
Maryland,"3,397","35,481",1998-08-01,MD
Maryland,"3,466","32,048",1998-08-08,MD
Maryland,"2,990","34,292",1998-08-15,MD
Maryland,"2,936","30,775",1998-08-22,MD
Maryland,"3,152","28,212",1998-08-29,MD
Maryland,"2,714","28,011",1998-09-05,MD
Maryland,"2,703","26,697",1998-09-12,MD
Maryland,"2,743","23,997",1998-09-19,MD
Maryland,"2,862","25,178",1998-09-26,MD
Maryland,"4,003","25,608",1998-10-03,MD
Maryland,"2,866","25,194",1998-10-10,MD
Maryland,"3,259","25,424",1998-10-17,MD
Maryland,"3,422","25,811",1998-10-24,MD
Maryland,"3,751","25,709",1998-10-31,MD
Maryland,"3,553","26,554",1998-11-07,MD
Maryland,"3,742","26,497",1998-11-14,MD
Maryland,"3,365","27,396",1998-11-21,MD
Maryland,"5,066","29,694",1998-11-28,MD
Maryland,"3,618","30,873",1998-12-05,MD
Maryland,"3,943","28,799",1998-12-12,MD
Maryland,"5,911","30,920",1998-12-19,MD
Maryland,"7,947","32,236",1998-12-26,MD
Maryland,"8,738","39,604",1999-01-02,MD
Maryland,"6,319","35,703",1999-01-09,MD
Maryland,"4,431","38,028",1999-01-16,MD
Maryland,"4,385","41,188",1999-01-23,MD
Maryland,"3,873","39,633",1999-01-30,MD
Maryland,"3,247","40,083",1999-02-06,MD
Maryland,"2,707","38,416",1999-02-13,MD
Maryland,"3,560","38,547",1999-02-20,MD
Maryland,"3,287","38,018",1999-02-27,MD
Maryland,"3,349","36,844",1999-03-06,MD
Maryland,"5,301","36,086",1999-03-13,MD
Maryland,"3,289","37,375",1999-03-20,MD
Maryland,"2,697","33,847",1999-03-27,MD
Maryland,"3,949","32,606",1999-04-03,MD
Maryland,"2,937","31,892",1999-04-10,MD
Maryland,"2,712","29,570",1999-04-17,MD
Maryland,"2,695","29,489",1999-04-24,MD
Maryland,"3,549","28,215",1999-05-01,MD
Maryland,"2,650","28,462",1999-05-08,MD
Maryland,"2,780","27,034",1999-05-15,MD
Maryland,"3,302","27,481",1999-05-22,MD
Maryland,"2,731","26,072",1999-05-29,MD
Maryland,"3,033","26,962",1999-06-05,MD
Maryland,"4,046","26,652",1999-06-12,MD
Maryland,"3,703","27,739",1999-06-19,MD
Maryland,"3,303","27,731",1999-06-26,MD
Maryland,"4,046","28,204",1999-07-03,MD
Maryland,"3,830","30,231",1999-07-10,MD
Maryland,"2,849","28,961",1999-07-17,MD
Maryland,"3,356","28,683",1999-07-24,MD
Maryland,"3,703","28,626",1999-07-31,MD
Maryland,"3,041","28,806",1999-08-07,MD
Maryland,"2,811","28,338",1999-08-14,MD
Maryland,"2,807","28,803",1999-08-21,MD
Maryland,"3,270","27,711",1999-08-28,MD
Maryland,"2,692","27,060",1999-09-04,MD
Maryland,"2,502","25,746",1999-09-11,MD
Maryland,"2,754","25,631",1999-09-18,MD
Maryland,"2,831","24,936",1999-09-25,MD
Maryland,"3,595","25,099",1999-10-02,MD
Maryland,"2,710","24,698",1999-10-09,MD
Maryland,"3,129","25,155",1999-10-16,MD
Maryland,"3,076","25,413",1999-10-23,MD
Maryland,"3,339","24,996",1999-10-30,MD
Maryland,"2,777","25,914",1999-11-06,MD
Maryland,"3,466","25,454",1999-11-13,MD
Maryland,"3,018","26,128",1999-11-20,MD
Maryland,"4,263","27,543",1999-11-27,MD
Maryland,"3,521","29,227",1999-12-04,MD
Maryland,"3,881","27,083",1999-12-11,MD
Maryland,"4,605","30,119",1999-12-18,MD
Maryland,"7,946","30,461",1999-12-25,MD
Maryland,"7,410","38,134",2000-01-01,MD
Maryland,"4,695","34,891",2000-01-08,MD
Maryland,"4,662","34,494",2000-01-15,MD
Maryland,"5,031","37,679",2000-01-22,MD
Maryland,"5,462","38,398",2000-01-29,MD
Maryland,"4,360","41,165",2000-02-05,MD
Maryland,"3,243","38,116",2000-02-12,MD
Maryland,"2,773","38,640",2000-02-19,MD
Maryland,"3,097","36,130",2000-02-26,MD
Maryland,"2,775","36,167",2000-03-04,MD
Maryland,"2,845","33,394",2000-03-11,MD
Maryland,"3,004","32,912",2000-03-18,MD
Maryland,"2,683","30,756",2000-03-25,MD
Maryland,"3,620","31,001",2000-04-01,MD
Maryland,"2,783","29,323",2000-04-08,MD
Maryland,"3,253","27,900",2000-04-15,MD
Maryland,"2,769","28,941",2000-04-22,MD
Maryland,"2,765","27,153",2000-04-29,MD
Maryland,"2,546","26,565",2000-05-06,MD
Maryland,"2,978","25,485",2000-05-13,MD
Maryland,"3,103","25,757",2000-05-20,MD
Maryland,"2,535","25,250",2000-05-27,MD
Maryland,"2,985","25,277",2000-06-03,MD
Maryland,"3,468","25,204",2000-06-10,MD
Maryland,"4,058","25,578",2000-06-17,MD
Maryland,"2,554","24,975",2000-06-24,MD
Maryland,"5,199","25,329",2000-07-01,MD
Maryland,"3,504","29,656",2000-07-08,MD
Maryland,"3,295","25,704",2000-07-15,MD
Maryland,"3,678","29,033",2000-07-22,MD
Maryland,"3,031","26,506",2000-07-29,MD
Maryland,"3,287","28,190",2000-08-05,MD
Maryland,"2,885","26,757",2000-08-12,MD
Maryland,"2,583","27,807",2000-08-19,MD
Maryland,"2,878","25,449",2000-08-26,MD
Maryland,"2,495","26,237",2000-09-02,MD
Maryland,"2,724","23,941",2000-09-09,MD
Maryland,"2,536","24,403",2000-09-16,MD
Maryland,"2,449","22,735",2000-09-23,MD
Maryland,"4,339","23,841",2000-09-30,MD
Maryland,"3,066","23,675",2000-10-07,MD
Maryland,"3,135","23,758",2000-10-14,MD
Maryland,"3,077","23,715",2000-10-21,MD
Maryland,"3,840","24,030",2000-10-28,MD
Maryland,"2,887","24,290",2000-11-04,MD
Maryland,"3,827","25,609",2000-11-11,MD
Maryland,"3,649","25,090",2000-11-18,MD
Maryland,"3,950","28,026",2000-11-25,MD
Maryland,"3,861","28,047",2000-12-02,MD
Maryland,"4,108","24,666",2000-12-09,MD
Maryland,"6,612","30,657",2000-12-16,MD
Maryland,"8,788","30,353",2000-12-23,MD
Maryland,"6,331","38,563",2000-12-30,MD
Maryland,"6,205","35,970",2001-01-06,MD
Maryland,"4,092","38,488",2001-01-13,MD
Maryland,"4,532","36,996",2001-01-20,MD
Maryland,"4,030","39,544",2001-01-27,MD
Maryland,"4,243","37,009",2001-02-03,MD
Maryland,"4,012","39,823",2001-02-10,MD
Maryland,"3,368","36,667",2001-02-17,MD
Maryland,"3,669","39,651",2001-02-24,MD
Maryland,"4,114","36,179",2001-03-03,MD
Maryland,"3,628","38,653",2001-03-10,MD
Maryland,"3,640","35,274",2001-03-17,MD
Maryland,"4,473","37,159",2001-03-24,MD
Maryland,"4,819","34,756",2001-03-31,MD
Maryland,"4,035","36,027",2001-04-07,MD
Maryland,"3,706","33,465",2001-04-14,MD
Maryland,"3,849","35,414",2001-04-21,MD
Maryland,"4,411","32,876",2001-04-28,MD
Maryland,"4,615","34,791",2001-05-05,MD
Maryland,"3,728","32,911",2001-05-12,MD
Maryland,"4,057","35,063",2001-05-19,MD
Maryland,"3,969","32,230",2001-05-26,MD
Maryland,"4,339","35,367",2001-06-02,MD
Maryland,"4,672","32,453",2001-06-09,MD
Maryland,"4,874","34,676",2001-06-16,MD
Maryland,"3,885","34,243",2001-06-23,MD
Maryland,"7,128","36,749",2001-06-30,MD
Maryland,"4,738","40,019",2001-07-07,MD
Maryland,"4,270","38,979",2001-07-14,MD
Maryland,"4,519","39,361",2001-07-21,MD
Maryland,"4,326","39,476",2001-07-28,MD
Maryland,"4,079","39,637",2001-08-04,MD
Maryland,"3,629","38,583",2001-08-11,MD
Maryland,"3,503","39,482",2001-08-18,MD
Maryland,"3,677","36,285",2001-08-25,MD
Maryland,"3,594","37,803",2001-09-01,MD
Maryland,"3,684","35,675",2001-09-08,MD
Maryland,"4,876","36,345",2001-09-15,MD
Maryland,"4,554","36,182",2001-09-22,MD
Maryland,"6,265","36,996",2001-09-29,MD
Maryland,"5,428","38,643",2001-10-06,MD
Maryland,"5,270","38,802",2001-10-13,MD
Maryland,"4,866","38,712",2001-10-20,MD
Maryland,"5,725","40,216",2001-10-27,MD
Maryland,"5,520","42,163",2001-11-03,MD
Maryland,"4,821","41,835",2001-11-10,MD
Maryland,"4,788","40,488",2001-11-17,MD
Maryland,"6,389","47,412",2001-11-24,MD
Maryland,"5,405","44,284",2001-12-01,MD
Maryland,"5,233","44,686",2001-12-08,MD
Maryland,"6,715","43,230",2001-12-15,MD
Maryland,"10,003","45,802",2001-12-22,MD
Maryland,"7,923","53,689",2001-12-29,MD
Maryland,"9,942","53,959",2002-01-05,MD
Maryland,"6,338","57,518",2002-01-12,MD
Maryland,"5,020","54,544",2002-01-19,MD
Maryland,"5,196","58,580",2002-01-26,MD
Maryland,"5,672","55,401",2002-02-02,MD
Maryland,"4,456","57,061",2002-02-09,MD
Maryland,"5,044","54,122",2002-02-16,MD
Maryland,"4,771","58,000",2002-02-23,MD
Maryland,"4,646","54,789",2002-03-02,MD
Maryland,"4,197","54,780",2002-03-09,MD
Maryland,"4,761","52,279",2002-03-16,MD
Maryland,"5,352","52,117",2002-03-23,MD
Maryland,"6,113","51,922",2002-03-30,MD
Maryland,"5,242","51,197",2002-04-06,MD
Maryland,"4,530","48,017",2002-04-13,MD
Maryland,"4,366","48,803",2002-04-20,MD
Maryland,"4,441","47,114",2002-04-27,MD
Maryland,"4,810","46,791",2002-05-04,MD
Maryland,"4,128","45,765",2002-05-11,MD
Maryland,"5,523","45,603",2002-05-18,MD
Maryland,"3,659","46,144",2002-05-25,MD
Maryland,"5,001","44,385",2002-06-01,MD
Maryland,"5,612","45,725",2002-06-08,MD
Maryland,"5,574","44,947",2002-06-15,MD
Maryland,"4,573","46,850",2002-06-22,MD
Maryland,"6,365","44,782",2002-06-29,MD
Maryland,"5,734","50,343",2002-07-06,MD
Maryland,"4,434","48,182",2002-07-13,MD
Maryland,"4,189","48,650",2002-07-20,MD
Maryland,"4,402","47,805",2002-07-27,MD
Maryland,"4,685","47,255",2002-08-03,MD
Maryland,"4,218","47,557",2002-08-10,MD
Maryland,"4,196","46,846",2002-08-17,MD
Maryland,"4,062","46,852",2002-08-24,MD
Maryland,"4,640","44,199",2002-08-31,MD
Maryland,"3,856","44,310",2002-09-07,MD
Maryland,"4,355","42,426",2002-09-14,MD
Maryland,"4,010","42,367",2002-09-21,MD
Maryland,"4,654","41,736",2002-09-28,MD
Maryland,"5,276","41,602",2002-10-05,MD
Maryland,"4,549","41,407",2002-10-12,MD
Maryland,"4,853","42,539",2002-10-19,MD
Maryland,"5,136","43,136",2002-10-26,MD
Maryland,"4,721","42,728",2002-11-02,MD
Maryland,"4,603","43,505",2002-11-09,MD
Maryland,"5,219","44,551",2002-11-16,MD
Maryland,"5,077","43,720",2002-11-23,MD
Maryland,"5,712","47,827",2002-11-30,MD
Maryland,"6,011","48,194",2002-12-07,MD
Maryland,"6,899","46,763",2002-12-14,MD
Maryland,"10,066","48,818",2002-12-21,MD
Maryland,"5,505","53,194",2002-12-28,MD
Maryland,"10,473","54,811",2003-01-04,MD
Maryland,"6,879","58,022",2003-01-11,MD
Maryland,"5,595","52,108",2003-01-18,MD
Maryland,"5,722","59,164",2003-01-25,MD
Maryland,"5,227","54,069",2003-02-01,MD
Maryland,"5,397","58,080",2003-02-08,MD
Maryland,"6,549","52,614",2003-02-15,MD
Maryland,"6,503","61,785",2003-02-22,MD
Maryland,"5,595","55,415",2003-03-01,MD
Maryland,"5,426","59,798",2003-03-08,MD
Maryland,"4,283","55,154",2003-03-15,MD
Maryland,"4,488","55,099",2003-03-22,MD
Maryland,"4,264","50,874",2003-03-29,MD
Maryland,"6,135","50,455",2003-04-05,MD
Maryland,"4,827","49,567",2003-04-12,MD
Maryland,"3,997","48,957",2003-04-19,MD
Maryland,"4,071","47,501",2003-04-26,MD
Maryland,"5,340","46,559",2003-05-03,MD
Maryland,"4,279","46,588",2003-05-10,MD
Maryland,"4,640","40,567",2003-05-17,MD
Maryland,"4,182","45,115",2003-05-24,MD
Maryland,"5,023","45,222",2003-05-31,MD
Maryland,"4,915","45,674",2003-06-07,MD
Maryland,"5,316","46,178",2003-06-14,MD
Maryland,"5,765","46,571",2003-06-21,MD
Maryland,"5,626","46,644",2003-06-28,MD
Maryland,"6,145","49,388",2003-07-05,MD
Maryland,"5,212","50,302",2003-07-12,MD
Maryland,"4,287","50,287",2003-07-19,MD
Maryland,"4,296","49,112",2003-07-26,MD
Maryland,"4,717","44,767",2003-08-02,MD
Maryland,"3,785","48,012",2003-08-09,MD
Maryland,"3,850","46,781",2003-08-16,MD
Maryland,"3,960","46,941",2003-08-23,MD
Maryland,"4,010","42,559",2003-08-30,MD
Maryland,"3,947","44,627",2003-09-06,MD
Maryland,"2,984","40,762",2003-09-13,MD
Maryland,"4,839","42,968",2003-09-20,MD
Maryland,"4,487","42,393",2003-09-27,MD
Maryland,"5,028","40,681",2003-10-04,MD
Maryland,"3,941","41,884",2003-10-11,MD
Maryland,"4,431","41,505",2003-10-18,MD
Maryland,"4,374","42,294",2003-10-25,MD
Maryland,"4,629","38,980",2003-11-01,MD
Maryland,"4,453","43,711",2003-11-08,MD
Maryland,"4,635","41,084",2003-11-15,MD
Maryland,"4,870","42,359",2003-11-22,MD
Maryland,"5,989","44,623",2003-11-29,MD
Maryland,"5,875","46,319",2003-12-06,MD
Maryland,"5,859","44,185",2003-12-13,MD
Maryland,"6,525","45,602",2003-12-20,MD
Maryland,"7,004","47,465",2003-12-27,MD
Maryland,"8,944","54,233",2004-01-03,MD
Maryland,"5,842","52,227",2004-01-10,MD
Maryland,"5,298","51,142",2004-01-17,MD
Maryland,"7,497","53,232",2004-01-24,MD
Maryland,"5,488","54,609",2004-01-31,MD
Maryland,"4,401","54,264",2004-02-07,MD
Maryland,"3,905","52,591",2004-02-14,MD
Maryland,"3,793","52,634",2004-02-21,MD
Maryland,"3,811","49,694",2004-02-28,MD
Maryland,"3,774","49,761",2004-03-06,MD
Maryland,"3,510","46,545",2004-03-13,MD
Maryland,"3,710","46,237",2004-03-20,MD
Maryland,"4,389","43,735",2004-03-27,MD
Maryland,"5,254","43,471",2004-04-03,MD
Maryland,"3,716","42,415",2004-04-10,MD
Maryland,"3,564","40,846",2004-04-17,MD
Maryland,"3,081","40,332",2004-04-24,MD
Maryland,"3,526","37,875",2004-05-01,MD
Maryland,"3,358","38,225",2004-05-08,MD
Maryland,"3,481","36,485",2004-05-15,MD
Maryland,"3,674","36,999",2004-05-22,MD
Maryland,"3,472","35,500",2004-05-29,MD
Maryland,"3,589","36,297",2004-06-05,MD
Maryland,"4,555","36,150",2004-06-12,MD
Maryland,"4,567","37,209",2004-06-19,MD
Maryland,"4,649","37,541",2004-06-26,MD
Maryland,"5,323","37,944",2004-07-03,MD
Maryland,"4,106","40,679",2004-07-10,MD
Maryland,"3,684","39,608",2004-07-17,MD
Maryland,"3,634","39,569",2004-07-24,MD
Maryland,"3,897","38,605",2004-07-31,MD
Maryland,"3,624","39,256",2004-08-07,MD
Maryland,"3,335","38,455",2004-08-14,MD
Maryland,"3,261","38,217",2004-08-21,MD
Maryland,"3,441","37,144",2004-08-28,MD
Maryland,"3,098","35,616",2004-09-04,MD
Maryland,"3,471","34,025",2004-09-11,MD
Maryland,"3,134","33,828",2004-09-18,MD
Maryland,"3,174","32,426",2004-09-25,MD
Maryland,"4,687","32,601",2004-10-02,MD
Maryland,"3,424","33,093",2004-10-09,MD
Maryland,"3,743","32,891",2004-10-16,MD
Maryland,"3,493","33,899",2004-10-23,MD
Maryland,"4,150","33,180",2004-10-30,MD
Maryland,"3,708","34,390",2004-11-06,MD
Maryland,"4,063","33,988",2004-11-13,MD
Maryland,"3,773","34,327",2004-11-20,MD
Maryland,"5,460","36,756",2004-11-27,MD
Maryland,"4,042","37,989",2004-12-04,MD
Maryland,"4,321","35,182",2004-12-11,MD
Maryland,"6,218","38,045",2004-12-18,MD
Maryland,"6,920","38,168",2004-12-25,MD
Maryland,"8,810","45,293",2005-01-01,MD
Maryland,"6,124","45,291",2005-01-08,MD
Maryland,"5,291","43,982",2005-01-15,MD
Maryland,"5,680","46,664",2005-01-22,MD
Maryland,"4,463","44,784",2005-01-29,MD
Maryland,"3,582","46,137",2005-02-05,MD
Maryland,"3,320","44,081",2005-02-12,MD
Maryland,"3,300","43,761",2005-02-19,MD
Maryland,"4,567","43,355",2005-02-26,MD
Maryland,"3,705","44,313",2005-03-05,MD
Maryland,"3,382","42,304",2005-03-12,MD
Maryland,"3,595","41,956",2005-03-19,MD
Maryland,"3,820","39,732",2005-03-26,MD
Maryland,"4,416","35,552",2005-04-02,MD
Maryland,"3,221","37,633",2005-04-09,MD
Maryland,"3,305","35,269",2005-04-16,MD
Maryland,"3,184","35,558",2005-04-23,MD
Maryland,"3,462","33,824",2005-04-30,MD
Maryland,"3,248","34,377",2005-05-07,MD
Maryland,"3,524","32,883",2005-05-14,MD
Maryland,"3,405","33,727",2005-05-21,MD
Maryland,"3,823","32,052",2005-05-28,MD
Maryland,"3,885","33,939",2005-06-04,MD
Maryland,"4,384","32,683",2005-06-11,MD
Maryland,"4,864","34,610",2005-06-18,MD
Maryland,"4,168","34,476",2005-06-25,MD
Maryland,"4,614","35,330",2005-07-02,MD
Maryland,"4,056","36,418",2005-07-09,MD
Maryland,"3,356","36,250",2005-07-16,MD
Maryland,"3,221","35,612",2005-07-23,MD
Maryland,"3,695","35,768",2005-07-30,MD
Maryland,"3,176","35,231",2005-08-06,MD
Maryland,"3,208","35,135",2005-08-13,MD
Maryland,"3,079","34,789",2005-08-20,MD
Maryland,"3,403","33,720",2005-08-27,MD
Maryland,"2,869","32,160",2005-09-03,MD
Maryland,"3,203","30,635",2005-09-10,MD
Maryland,"3,006","29,900",2005-09-17,MD
Maryland,"2,680","29,173",2005-09-24,MD
Maryland,"4,925","28,948",2005-10-01,MD
Maryland,"3,437","30,067",2005-10-08,MD
Maryland,"3,382","28,833",2005-10-15,MD
Maryland,"3,541","31,315",2005-10-22,MD
Maryland,"3,717","29,297",2005-10-29,MD
Maryland,"3,056","30,779",2005-11-05,MD
Maryland,"3,992","29,908",2005-11-12,MD
Maryland,"3,541","31,104",2005-11-19,MD
Maryland,"4,976","32,349",2005-11-26,MD
Maryland,"4,251","34,218",2005-12-03,MD
Maryland,"4,739","31,661",2005-12-10,MD
Maryland,"5,213","36,135",2005-12-17,MD
